ModelYear,MfrName,Division,Carline,VerifyMfrCd,International,EngDispl,Cyl,Transmission,CityFE,HwyFE,CombFE,CityUnadjFE,HwyUnadjFE,CombUnadjFE-ConventionalFuel,CityUnrdAdjFE-ConventionalFuel,HwyUnrdAdjFE-ConventionalFuel,CombUnrdAdjFE-ConventionalFuel,Guzzler,AirAspirationMethod,Transmission,Gears,LockupTorqueConverter,TransCreeperGear,DriveSys,DriveDesc,MaxEthanolPercentGasoline,MaxBiodieselPercent,FuelUsage-ConventionalFuel,FuelUsageDesc-ConventionalFuel,AnnualFuel1Cost-ConventionalFuel,IntakeValvesPerCyl,ExhaustValvesPerCyl,CarlineClass,CarlineClassDesc,ReleaseDate,FuelMeteringSysCd,FuelMeteringSysDesc,StopStartSystem,MFRCalculatedGasGuzzlerMPG,FERating,GHGRating,MfrSmogRating,CityCO2,HwyCO2,CombCO2,EstimatedFuelCostin5Years
2019,General Motors,Cadillac,CT6,GMX,Domestic,2,4,Auto(S10),24,34,28,33.0973,50.8,39.2527,24,34.1823,28,No,Turbocharged,Semi-Automatic,10,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1600,2,2,6,Large Cars,43361,GDI,Spark Ignition Direct Injection,No,39.5,6,6,6,370,260,317,1000
2019,General Motors,Cadillac,CT6 AWD,GMX,Domestic,3,6,Auto(S10),18,26,21,22.4,36.3,27.0634,17.8951,25.7386,20.7391,No,Turbocharged,Semi-Automatic,10,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2150,2,2,6,Large Cars,43358,GDI,Spark Ignition Direct Injection,No,27.3,4,4,3,498,346,429,3750
2019,General Motors,Cadillac,CT6 AWD,GMX,Domestic,3.6,6,Auto(S10),18,27,21,22.6563,38.002,27.6876,18.0847,26.842,21.1967,No,Naturally Aspirated,Semi-Automatic,10,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43358,GDI,Spark Ignition Direct Injection,Yes,27.9,4,4,5,491,332,420,2000
2019,General Motors,Cadillac,XTS,GMX,Domestic,3.6,6,Auto(S6),19,28,22,23.3213,39.0674,28.4883,18.5752,27.5285,21.7599,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,43252,GDI,Spark Ignition Direct Injection,No,28.7,4,4,7,478,323,408,1750
2019,General Motors,Cadillac,XTS AWD,GMX,Domestic,3.6,6,Auto(S6),17,26,20,22.4,37.2,27.2849,17,26.3231,20,No,Naturally Aspirated,Semi-Automatic,6,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1900,2,2,6,Large Cars,43252,GDI,Spark Ignition Direct Injection,No,27.5,4,4,5,523,338,444,2500
2019,General Motors,Cadillac,XTS AWD,GMX,Domestic,3.6,6,Auto(S6),16,23,18,19.4,32.5,23.6986,15.6519,23.244,18.3488,No,Turbocharged,Semi-Automatic,6,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2500,2,2,6,Large Cars,43252,GDI,Spark Ignition Direct Injection,No,23.9,3,3,3,569,384,486,5500
2019,General Motors,Chevrolet,IMPALA,GMX,Domestic,2.5,4,Auto(S6),22,29,25,27.6,41.9,32.6079,21.6809,29.3376,24.566,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,6,Large Cars,43262,GDI,Spark Ignition Direct Injection,Yes,32.8,5,5,3,410,303,362,750
2019,General Motors,Chevrolet,IMPALA,GMX,Domestic,3.6,6,Auto(S6),19,28,22,23.5,39.4,28.7145,18.7066,27.7421,21.9191,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,43252,GDI,Spark Ignition Direct Injection,No,28.9,4,4,7,475,321,406,1750
2019,General Motors,Chevrolet,IMPALA,GMX,Domestic,3.6,6,Auto(S6),18,28,22,23.2,39.4,28.4671,18.4859,27.7421,21.7518,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",85,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,6,Large Cars,43245,GDI,Spark Ignition Direct Injection,No,28.7,4,4,5,482,321,409,1750
2019,FCA US LLC,Chrysler,300,CRX,Domestic,3.6,6,Auto(A8),19,30,23,23.9,43.1,29.8923,19.0003,30.0971,22.7798,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",85,,G,Gasoline (Regular Unleaded Recommended),1650,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,30.1,5,5,3,466,295,389,1250
2019,FCA US LLC,Chrysler,300,CRX,Domestic,3.6,6,Auto(A8),19,30,23,23.9,43.1,29.8923,19.0003,30.0971,22.7798,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1650,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,30.1,5,5,3,466,295,389,1250
2019,FCA US LLC,Chrysler,300,CRX,Domestic,5.7,8,Auto(A8),16,25,19,19.8,35.1989,24.6535,15.9536,25.0202,19.062,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GM,Gasoline (Mid Grade Unleaded Recommended),2200,1,1,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,24.8,3,3,3,556,355,466,4000
2019,FCA US LLC,Chrysler,300 AWD,CRX,Domestic,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.3385,26.9053,21.4055,No,Naturally Aspirated,Automatic,8,Y,N,A,All Wheel Drive,85,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,28.2,4,4,3,484,330,415,2000
2019,FCA US LLC,Chrysler,300 AWD,CRX,Domestic,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.3385,26.9053,21.4055,No,Naturally Aspirated,Automatic,8,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,28.2,4,4,3,484,330,415,2000
2019,FCA US LLC,Dodge,Charger,CRX,Domestic,3.6,6,Auto(A8),19,30,23,23.9,43.1,29.8923,19.0003,30.0971,22.7798,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",85,,G,Gasoline (Regular Unleaded Recommended),1650,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,30.1,5,5,3,466,295,389,1250
2019,FCA US LLC,Dodge,Charger,CRX,Domestic,3.6,6,Auto(A8),19,30,23,23.9,43.1,29.8923,19.0003,30.0971,22.7798,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1650,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,30.1,5,5,3,466,295,389,1250
2019,FCA US LLC,Dodge,Charger,CRX,Domestic,5.7,8,Auto(A8),16,25,19,19.8,35.1989,24.6535,15.9536,25.0202,19.062,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GM,Gasoline (Mid Grade Unleaded Recommended),2200,1,1,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,24.8,3,3,3,556,355,466,4000
2019,FCA US LLC,Dodge,Charger,CRX,Domestic,6.4,8,Auto(A8),15,24,18,18.0689,34.1366,22.9245,14.6423,24.3237,17.8371,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),2500,1,1,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,23.1,3,3,1,607,365,498,5500
2019,FCA US LLC,Dodge,Charger AWD,CRX,Domestic,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.3385,26.9053,21.4055,No,Naturally Aspirated,Automatic,8,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43332,MFI,Multipoint/sequential fuel injection,No,28.2,4,4,3,484,330,415,2000
2019,Ford Motor Company,Ford,TAURUS AWD,FMX,Domestic,3.5,6,Auto(S6),17,24,19,20.9,34.5,25.407,16.779,24,19,No,Naturally Aspirated,Semi-Automatic,6,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),2000,2,2,6,Large Cars,43355,MFI,Multipoint/sequential fuel injection,No,25.6,3,3,3,529,371,468,3000
2019,Ford Motor Company,Ford,TAURUS AWD,FMX,Domestic,3.5,6,Auto(S6),16,24,19,20.2,33,24.4714,16.2544,23.5747,18.8946,No,Turbocharged,Semi-Automatic,6,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),2000,2,2,6,Large Cars,43355,GDI,Spark Ignition Direct Injection,No,24.6,3,3,3,547,378,471,3000
2019,Ford Motor Company,Ford,TAURUS AWD FFV,FMX,Domestic,3.5,6,Auto(S6),17,24,19,20.9,34.5,25.407,16.779,24,19,No,Naturally Aspirated,Semi-Automatic,6,Y,N,A,All Wheel Drive,85,,G,Gasoline (Regular Unleaded Recommended),2000,2,2,6,Large Cars,43355,MFI,Multipoint/sequential fuel injection,No,25.6,3,3,3,529,371,468,3000
2019,Ford Motor Company,Ford,TAURUS FWD,FMX,Domestic,3.5,6,Auto(S6),18,26,21,22.2632,37.0276,27.1315,17.7938,26.2114,20.7996,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43355,MFI,Multipoint/sequential fuel injection,No,27.3,4,4,3,500,339,428,2000
2019,Ford Motor Company,Ford,TAURUS FWD FFV,FMX,Domestic,3.5,6,Auto(S6),18,26,21,22.2632,37.0278,27.1315,17.7938,26.2115,20.7997,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",85,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,6,Large Cars,43355,MFI,Multipoint/sequential fuel injection,No,27.3,4,4,3,500,339,428,2000
2019,General Motors,Buick,REGAL TOUR X AWD,GMX,Domestic,2,4,Auto(S8),21,29,24,27.2,42,32.326,21.3942,29.401,24.3822,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),1900,2,2,7,Small Station Wagons,43327,GDI,Spark Ignition Direct Injection,Yes,32.6,5,5,5,416,303,365,2500
2019,General Motors,Chevrolet,SONIC 5,GMX,Domestic,1.4,4,Auto(S6),26,34,29,33.1952,51.1,39.409,25.6155,34.046,28.8278,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,7,Small Station Wagons,43305,MFI,Multipoint/sequential fuel injection,No,40.8,6,6,5,347,261,308,-500
2019,General Motors,Chevrolet,SONIC 5,GMX,Domestic,1.4,4,Manual(M6),26,35,29,33.6,52.2,40.0164,25.8948,35.2593,29.4097,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,7,Small Station Wagons,43305,MFI,Multipoint/sequential fuel injection,No,41.4,6,6,5,343,251,301,-500
2019,FCA US LLC,FIAT,500L,CRX,Domestic,1.4,4,Auto(A6),22,30,25,28.1,42.5,33.1552,22.0382,29.7178,24.9382,No,Turbocharged,Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1800,2,2,7,Small Station Wagons,43304,MFI,Multipoint/sequential fuel injection,No,33.4,5,5,3,403,299,356,2000
2019,General Motors,Chevrolet,COLORADO 2WD,GMX,Domestic,2.5,4,Auto(A6),20,26,22,24.6,36.1,28.7166,19.5124,25.6084,21.8534,No,Naturally Aspirated,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,455,347,406,1750
2019,General Motors,Chevrolet,COLORADO 2WD,GMX,Domestic,2.5,4,Manual(M6),20,26,22,24.9,36.2,28.9693,19.7311,25.6735,22.0252,No,Naturally Aspirated,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,451,346,403,1750
2019,General Motors,Chevrolet,COLORADO 2WD,GMX,Domestic,2.8,4,Auto(A6),20,30,23,25.2,42.4,30.8275,19.9494,29.6545,23.3948,No,Turbocharged,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1850,2,2,10,Small Pick-up Trucks 2WD,43308,CRDI,Common Rail Direct Diesel Injection,No,,5,4,3,510,343,435,2250
2019,General Motors,Chevrolet,COLORADO 2WD,GMX,Domestic,3.6,6,Auto(A8),18,25,20,22,34.5,26.2857,17.5986,24.5623,20.1722,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1900,2,2,10,Small Pick-up Trucks 2WD,43308,GDI,Spark Ignition Direct Injection,Yes,,4,4,5,504,362,440,2500
2019,General Motors,GMC,CANYON 2WD,GMX,Domestic,2.5,4,Auto(A6),20,26,22,24.6,36.1,28.7166,19.5124,25.6084,21.8534,No,Naturally Aspirated,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,455,347,406,1750
2019,General Motors,GMC,CANYON 2WD,GMX,Domestic,2.5,4,Manual(M6),20,26,22,24.9,36.2,28.9693,19.7311,25.6735,22.0252,No,Naturally Aspirated,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,10,Small Pick-up Trucks 2WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,451,346,403,1750
2019,General Motors,GMC,CANYON 2WD,GMX,Domestic,2.8,4,Auto(A6),20,30,23,25.2,42.4,30.8275,19.9494,29.6545,23.3948,No,Turbocharged,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1850,2,2,10,Small Pick-up Trucks 2WD,43308,CRDI,Common Rail Direct Diesel Injection,No,,5,4,3,510,343,435,2250
2019,General Motors,GMC,CANYON 2WD,GMX,Domestic,3.6,6,Auto(A8),18,25,20,22,34.5,26.2857,17.5986,24.5623,20.1722,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1900,2,2,10,Small Pick-up Trucks 2WD,43308,GDI,Spark Ignition Direct Injection,Yes,,4,4,5,504,362,440,2500
2019,General Motors,Chevrolet,COLORADO 4WD,GMX,Domestic,2.5,4,Auto(A6),19,24,21,23.3613,33.7332,27.1126,18.6046,24.0583,20.718,No,Naturally Aspirated,Automatic,6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,11,Small Pick-up Trucks 4WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,478,369,429,2000
2019,General Motors,Chevrolet,COLORADO 4WD,GMX,Domestic,2.8,4,Auto(A6),19,28,22,24.2,39.7,29.358,19.22,27.9345,22.3588,No,Turbocharged,Automatic,6,Y,N,4,4-Wheel Drive,,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1950,2,2,11,Small Pick-up Trucks 4WD,43308,CRDI,Common Rail Direct Diesel Injection,No,,4,4,3,530,364,455,2750
2019,General Motors,Chevrolet,COLORADO 4WD,GMX,Domestic,3.6,6,Auto(A8),17,24,19,20.9,33.2,25.0815,16.779,23.7068,19.3196,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2000,2,2,11,Small Pick-up Trucks 4WD,43308,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,531,375,461,3000
2019,General Motors,Chevrolet,COLORADO ZR2 4WD,GMX,Domestic,2.8,4,Auto(A6),18,22,19,21.1,31.2493,24.7117,17.6452,22.1305,19.416,No,Turbocharged,Automatic,6,Y,N,4,4-Wheel Drive,,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",2250,2,2,11,Small Pick-up Trucks 4WD,43308,CRDI,Common Rail Direct Diesel Injection,No,,3,3,3,577,461,524,4250
2019,General Motors,Chevrolet,COLORADO ZR2 4WD,GMX,Domestic,3.6,6,Auto(A8),16,18,17,19.5,27,22.2857,15.7274,18.063,16.6991,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,2,2,11,Small Pick-up Trucks 4WD,43308,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,566,490,532,4250
2019,General Motors,GMC,CANYON 4WD,GMX,Domestic,2.5,4,Auto(A6),19,24,21,23.3613,33.7332,27.1126,18.6046,24.0583,20.718,No,Naturally Aspirated,Automatic,6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,11,Small Pick-up Trucks 4WD,43297,GDI,Spark Ignition Direct Injection,No,,4,4,5,478,369,429,2000
2019,General Motors,GMC,CANYON 4WD,GMX,Domestic,2.8,4,Auto(A6),19,28,22,24.2,39.7,29.358,19.22,27.9345,22.3588,No,Turbocharged,Automatic,6,Y,N,4,4-Wheel Drive,,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1950,2,2,11,Small Pick-up Trucks 4WD,43308,CRDI,Common Rail Direct Diesel Injection,No,,4,4,3,530,364,455,2750
2019,General Motors,GMC,CANYON 4WD,GMX,Domestic,3.6,6,Auto(A8),17,24,19,20.9,33.2,25.0815,16.779,23.7068,19.3196,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2000,2,2,11,Small Pick-up Trucks 4WD,43308,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,531,375,461,3000
2019,General Motors,Chevrolet,C10 SILVERADO 2WD,GMX,Domestic,5.3,8,Auto(A8),17,23,19,20.7,32.1,24.6374,16.6294,22.9789,18.9908,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),2000,1,1,12,Standard Pick-up Trucks 2WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,534,386,467,3000
2019,General Motors,Chevrolet,C15 SILVERADO LD 2WD,GMX,Domestic,5.3,8,Auto(A6),15,22,17,18.6,30.1,22.4618,15.0462,21.6461,17.4389,No,Naturally Aspirated,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,12,Standard Pick-up Trucks 2WD,43262,GDI,Spark Ignition Direct Injection,No,,3,3,3,591,410,510,4250
2019,General Motors,GMC,C10 SIERRA 2WD,GMX,Domestic,5.3,8,Auto(A8),17,23,19,20.5291,31.8141,24.4284,16.5014,22.7892,18.8407,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),2000,1,1,12,Standard Pick-up Trucks 2WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,538,389,471,3000
2019,General Motors,GMC,C15 SIERRA LTD 2WD,GMX,Domestic,5.3,8,Auto(A6),15,22,17,18.6,30.1,22.4618,15.0462,21.6461,17.4389,No,Naturally Aspirated,Automatic,6,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,12,Standard Pick-up Trucks 2WD,43262,GDI,Spark Ignition Direct Injection,No,,3,3,3,591,410,510,4250
2019,FCA US LLC,RAM,1500 4X2,CRX,Domestic,3.6,6,Auto(A8),20,25,22,24.8491,35.2975,28.6678,19.694,25.0847,21.8024,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,12,Standard Pick-up Trucks 2WD,43343,MFI,Multipoint/sequential fuel injection,Yes,,4,4,5,451,353,407,1750
2019,FCA US LLC,RAM,1500 4X2,CRX,Domestic,5.7,8,Auto(A8),17,23,19,20.8,31.9499,24.675,16.7042,22.8793,19.0135,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GM,Gasoline (Mid Grade Unleaded Recommended),2200,1,1,12,Standard Pick-up Trucks 2WD,43297,MFI,Multipoint/sequential fuel injection,Yes,,3,3,5,531,389,467,4000
2019,FCA US LLC,RAM,1500 4X2,CRX,Domestic,5.7,8,Auto(A8),15,22,17,17.9,31.3499,22.1826,14.5136,22.4805,17.2673,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GM,Gasoline (Mid Grade Unleaded Recommended),2450,1,1,12,Standard Pick-up Trucks 2WD,43171,MFI,Multipoint/sequential fuel injection,No,,3,3,5,612,395,514,5250
2019,FCA US LLC,RAM,1500 Classic 4X2,CRX,Domestic,3.6,6,Auto(A8),17,25,20,21.1499,34.5499,25.6217,16.9657,24.5951,19.7182,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",85,,G,Gasoline (Regular Unleaded Recommended),1900,2,2,12,Standard Pick-up Trucks 2WD,43297,MFI,Multipoint/sequential fuel injection,No,,4,4,3,522,362,450,2500
2019,FCA US LLC,RAM,1500 Classic 4X2,CRX,Domestic,5.7,8,Auto(A8),15,22,17,18.5258,29.9638,22.3681,14.9899,21.5549,17.3707,No,Naturally Aspirated,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GM,Gasoline (Mid Grade Unleaded Recommended),2450,1,1,12,Standard Pick-up Trucks 2WD,43297,MFI,Multipoint/sequential fuel injection,No,,3,3,3,593,413,512,5250
2019,General Motors,Chevrolet,K10 SILVERADO 4WD,GMX,Domestic,5.3,8,Auto(A8),16,22,18,19.6497,30.3964,23.3674,15.8403,21.8444,18.0761,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2100,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,560,406,491,3500
2019,General Motors,Chevrolet,K10 SILVERADO 4WD,GMX,Domestic,6.2,8,Auto(A10),16,20,17,19.4142,31.8224,23.5456,15.6626,19.5993,17.219,No,Naturally Aspirated,Automatic,10,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2650,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,3,568,453,516,6250
2019,General Motors,Chevrolet,K10 SILVERADO 4WD TRAILBOSS,GMX,Domestic,5.3,8,Auto(A8),15,20,17,19,29.1,22.5168,15.3495,20,17.4563,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,577,444,508,4250
2019,General Motors,Chevrolet,K15 SILVERADO LD 4WD,GMX,Domestic,5.3,8,Auto(A6),15,21,17,18.8,28.5,22.2001,15.1979,20.571,17.2222,No,Naturally Aspirated,Automatic,6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,13,Standard Pick-up Trucks 4WD,43262,GDI,Spark Ignition Direct Injection,No,,3,3,3,585,432,516,4250
2019,General Motors,GMC,K10 SIERRA 4WD,GMX,Domestic,5.3,8,Auto(A8),15,21,17,19,29.1,22.5168,15.3495,20.9751,17.4563,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,577,423,508,4250
2019,General Motors,GMC,K10 SIERRA 4WD,GMX,Domestic,6.2,8,Auto(A10),15,20,17,18.7033,29.6099,22.4194,15.1246,19.8108,16.9264,No,Naturally Aspirated,Automatic,10,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2650,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,3,587,449,525,6250
2019,General Motors,GMC,K10 SIERRA 4WD AT4,GMX,Domestic,5.3,8,Auto(A8),15,20,17,19,29.1,22.5168,15.3495,20,17.4563,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,5,577,444,508,4250
2019,General Motors,GMC,K10 SIERRA 4WD AT4,GMX,Domestic,6.2,8,Auto(A10),15,19,17,19.5,32.1,23.6833,15,19,17.2535,No,Naturally Aspirated,Automatic,10,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2650,1,1,13,Standard Pick-up Trucks 4WD,43304,GDI,Spark Ignition Direct Injection,Yes,,3,3,3,593,467,515,6250
2019,General Motors,GMC,K15 SIERRA LTD 4WD,GMX,Domestic,5.3,8,Auto(A6),15,21,17,18.8,28.5,22.2001,15.1979,20.571,17.2222,No,Naturally Aspirated,Automatic,6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2250,1,1,13,Standard Pick-up Trucks 4WD,43262,GDI,Spark Ignition Direct Injection,No,,3,3,3,585,432,516,4250
2019,FCA US LLC,RAM,1500 4X4,CRX,Domestic,3.6,6,Auto(A8),19,24,21,24.3,34,27.8792,19.2932,24.2339,21.242,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,13,Standard Pick-up Trucks 4WD,43343,MFI,Multipoint/sequential fuel injection,Yes,,4,4,5,460,366,418,2000
2019,FCA US LLC,RAM,1500 4X4,CRX,Domestic,5.7,8,Auto(A8),17,22,19,20.8889,30.6568,24.3852,16.7707,22.0184,18.7854,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,GM,Gasoline (Mid Grade Unleaded Recommended),2200,1,1,13,Standard Pick-up Trucks 4WD,43297,MFI,Multipoint/sequential fuel injection,Yes,,3,3,5,530,403,473,4000
2019,FCA US LLC,RAM,1500 4X4,CRX,Domestic,5.7,8,Auto(A8),15,21,17,18,29.7,21.8785,14.5898,21.3781,17.0221,No,Naturally Aspirated,Automatic,8,Y,N,4,4-Wheel Drive,10,,GM,Gasoline (Mid Grade Unleaded Recommended),2450,1,1,13,Standard Pick-up Trucks 4WD,43171,MFI,Multipoint/sequential fuel injection,No,,3,3,5,611,415,523,5250
